Title,Header in MD,Header in WDCML,Path in Kit,Area,Project,Type in MD,Type in WDCML,SubType in WDCML,Scraped,Scraped Status,Asset ID,Date Scraped,Xml Location,MD Location,Owner
PDXGK_SET_SHARED_POWER_COMPONENT_STATE,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,callback,function,function,N,Type Mismatch,EFD3A8CD-F772-48C7-B628-811CBEA63FBC,N/A,display\pdxgk_set_shared_power_component_state.htm,d3dkmthk\SkeletonMD\nc-d3dkmthk-pdxgk-set-shared-power-component-state.md,REDMOND\nabazan
D3DKMTCreateHwContext,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,E339F2A0-2D75-4DFC-9A34-7CDC7E382A88,N/A,display\d3dkmtcreatehwcontext.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtcreatehwcontext.md,REDMOND\nabazan
D3DKMTCreateHwQueue,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,685F908E-9160-4507-A3AE-66ACECA2C1B0,N/A,display\d3dkmtcreatehwqueue.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtcreatehwqueue.md,REDMOND\nabazan
D3DKMTDestroyHwContext,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,C5DBA136-F7CB-475B-BC4A-8FFF95782DA6,N/A,display\d3dkmtdestroyhwcontext.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtdestroyhwcontext.md,REDMOND\nabazan
D3DKMTDestroyHwQueue,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,AAD52FC1-2577-453F-8630-41DEBC05B03D,N/A,display\d3dkmtdestroyhwqueue.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtdestroyhwqueue.md,REDMOND\nabazan
D3DKMTSubmitCommandToHwQueue,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,5A3E1398-2513-4B14-8646-F98D31BABB3E,N/A,display\d3dkmtsubmitcommandtohwqueue.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtsubmitcommandtohwqueue.md,REDMOND\nabazan
D3DKMTSubmitSignalSyncObjectsToHwQueue,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,600A727C-F6D0-4A98-9466-76DF7A06879F,N/A,display\d3dkmtsubmitsignalsyncobjectstohwqueue.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtsubmitsignalsyncobjectstohwqueue.md,REDMOND\nabazan
D3DKMTSubmitWaitForSyncObjectsToHwQueue,d3dkmthk.h,['D3dkmthk.h'],['Kernel_Mode_Headers_(x86)\\d3dkmthk.h'],WDK,display,function,callback,callback,N,Type Mismatch,5E98CA18-6184-4C42-9F21-83CE5EB54ED4,N/A,display\d3dkmtsubmitwaitforsyncobjectstohwqueue.htm,d3dkmthk\SkeletonMD\nf-d3dkmthk-d3dkmtsubmitwaitforsyncobjectstohwqueue.md,REDMOND\nabazan
IDebugAdvanced3::FindSourceFileAndTokenWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E93299CB-1E33-4780-95A3-F76535D5401B,N/A,debugger\findsourcefileandtokenwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-findsourcefileandtokenwide.md,REDMOND\domars
IDebugAdvanced3::FindSourceFileAndToken,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,20D77CBB-C9C9-4E04-8616-A38C39CC32BC,N/A,debugger\findsourcefileandtoken.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-findsourcefileandtoken~r1.md,REDMOND\domars
IDebugAdvanced3::GetSourceFileInformationWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,06BA2AC9-BCA8-4DD6-A969-5F399446DE99,N/A,debugger\getsourcefileinformationwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getsourcefileinformationwide.md,REDMOND\domars
IDebugAdvanced3::GetSourceFileInformation,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,C53A7DB9-C149-4F44-A0E8-3AFDCEB60288,N/A,debugger\getsourcefileinformation.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getsourcefileinformation~r1.md,REDMOND\domars
IDebugAdvanced3::GetSymbolInformationWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E0676A9E-F749-4858-A814-A139C799C8DF,N/A,debugger\getsymbolinformationwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getsymbolinformationwide.md,REDMOND\domars
IDebugAdvanced3::GetSymbolInformation,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,662A7DEF-5A8C-4B45-B0A5-B073AD30F4ED,N/A,debugger\getsymbolinformation.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getsymbolinformation~r1.md,REDMOND\domars
IDebugAdvanced3::GetSystemObjectInformation,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,484E7766-A0D5-4902-A0D2-7B7DEFA2AB43,N/A,debugger\getsystemobjectinformation.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getsystemobjectinformation~r1.md,REDMOND\domars
IDebugAdvanced3::GetThreadContext,dbgeng.h,"['Ntddk.h', 'Dbgeng.h']",,WDK,debugger,function,method,method,N,Type Mismatch,4FDE0C39-0434-4F47-9D33-76FD44177F14,N/A,debugger\getthreadcontext.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-getthreadcontext~r2.md,REDMOND\domars
IDebugAdvanced3::Request,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,EBD3A278-D472-4429-B140-6D301B105EA7,N/A,debugger\request.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-request~r1.md,REDMOND\domars
IDebugAdvanced3::SetThreadContext,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,F925D7A7-BF5E-411F-9716-0F2382E5918F,N/A,debugger\setthreadcontext.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced3-setthreadcontext~r2.md,REDMOND\domars
IDebugAdvanced4::GetSymbolInformationWideEx,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,9BD64FBD-08CC-492B-8347-04FB67255050,N/A,debugger\getsymbolinformationwideex.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugadvanced4-getsymbolinformationwideex.md,REDMOND\domars
IDebugBreakpoint2::AddFlags,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,F4624178-67A5-4324-A27D-BD723BF1F006,N/A,debugger\addflags.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-addflags~r1.md,REDMOND\domars
IDebugBreakpoint2::GetAdder,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,D7AC1869-7C72-41FD-90C1-568A168D0794,N/A,debugger\getadder.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getadder~r1.md,REDMOND\domars
IDebugBreakpoint2::GetCommandWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,786B4203-0E63-4675-8910-57F79836EF55,N/A,debugger\getcommandwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getcommandwide.md,REDMOND\domars
IDebugBreakpoint2::GetCommand,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,C0AE9D91-06E5-4188-BFDE-8A7997F11EF9,N/A,debugger\getcommand.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getcommand~r1.md,REDMOND\domars
IDebugBreakpoint2::GetCurrentPassCount,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,869F72F2-5E95-46FA-B27B-3A1659F53CB2,N/A,debugger\getcurrentpasscount.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getcurrentpasscount~r1.md,REDMOND\domars
IDebugBreakpoint2::GetDataParameters,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,0C6C5E62-384A-4934-BDFF-CC963A19817C,N/A,debugger\getdataparameters.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getdataparameters~r1.md,REDMOND\domars
IDebugBreakpoint2::GetFlags,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,5A014932-EB30-43B4-9F64-0514C3F83411,N/A,debugger\getflags.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getflags~r1.md,REDMOND\domars
IDebugBreakpoint2::GetId,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,07441478-06B5-4572-8765-7466D4DB0886,N/A,debugger\getid.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getid~r1.md,REDMOND\domars
IDebugBreakpoint2::GetMatchThreadId,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,7989C731-8167-40B9-AA0B-CF7CB59737B2,N/A,debugger\getmatchthreadid.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getmatchthreadid~r1.md,REDMOND\domars
IDebugBreakpoint2::GetOffsetExpressionWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,6AB3E630-3ACE-4F52-9C76-B85579CE1D0D,N/A,debugger\getoffsetexpressionwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getoffsetexpressionwide.md,REDMOND\domars
IDebugBreakpoint2::GetOffsetExpression,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,90AB1AF4-7599-4713-A72A-DA49670D5909,N/A,debugger\getoffsetexpression.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getoffsetexpression~r1.md,REDMOND\domars
IDebugBreakpoint2::GetOffset,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E76ECE32-7E7A-4EE7-A5CD-1F51724C8F03,N/A,debugger\getoffset.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getoffset~r1.md,REDMOND\domars
IDebugBreakpoint2::GetParameters,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,33BC6EFC-00E1-429B-8FFF-279D96AB3B77,N/A,debugger\getparameters.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getparameters~r1.md,REDMOND\domars
IDebugBreakpoint2::GetPassCount,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,F84971F0-471B-4BA2-81FB-FABA70C62B3D,N/A,debugger\getpasscount.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-getpasscount~r1.md,REDMOND\domars
IDebugBreakpoint2::GetType,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,610DA312-015F-4347-96B6-A0B0070D85A9,N/A,debugger\gettype.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-gettype~r1.md,REDMOND\domars
IDebugBreakpoint2::RemoveFlags,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,C1DEFA80-63E7-46A1-AE98-3DC44D5CE82F,N/A,debugger\removeflags.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-removeflags~r1.md,REDMOND\domars
IDebugBreakpoint2::SetCommandWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,AE2CD983-3646-425E-AC46-5650060C2D2F,N/A,debugger\setcommandwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setcommandwide.md,REDMOND\domars
IDebugBreakpoint2::SetCommand,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,60EDEEA4-936E-481B-AE8D-3CEFD25AE9D3,N/A,debugger\setcommand.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setcommand~r1.md,REDMOND\domars
IDebugBreakpoint2::SetDataParameters,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,CD4B6D3D-F5D1-4F18-9B7B-3D98CE4F8154,N/A,debugger\setdataparameters.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setdataparameters~r1.md,REDMOND\domars
IDebugBreakpoint2::SetFlags,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,F4F42F05-4492-462A-8C1E-8ACC38980278,N/A,debugger\setflags.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setflags~r1.md,REDMOND\domars
IDebugBreakpoint2::SetMatchThreadId,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,BAD5ABF8-32BF-48C9-B2D3-DC88A88C038F,N/A,debugger\setmatchthreadid.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setmatchthreadid~r1.md,REDMOND\domars
IDebugBreakpoint2::SetOffsetExpressionWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,EF6A8519-BD0F-4EA0-B78D-C28F9D6B8A86,N/A,debugger\setoffsetexpressionwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setoffsetexpressionwide.md,REDMOND\domars
IDebugBreakpoint2::SetOffsetExpression,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,8EB1DE34-E4B6-427A-B1C3-7C570B24DCC7,N/A,debugger\setoffsetexpression.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setoffsetexpression~r1.md,REDMOND\domars
IDebugBreakpoint2::SetOffset,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,90668A36-B1C0-49A6-ADD7-27B7D99D39BD,N/A,debugger\setoffset.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setoffset~r1.md,REDMOND\domars
IDebugBreakpoint2::SetPassCount,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,BDF498B9-F759-40E6-9812-96985C139020,N/A,debugger\setpasscount.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint2-setpasscount~r1.md,REDMOND\domars
IDebugBreakpoint3::GetGuid,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,36D81E0D-F452-4B76-B3B1-142A252501A1,N/A,debugger\idebugbreakpoint3_getguid.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugbreakpoint3-getguid.md,REDMOND\domars
IDebugClient::GetOutputLinePrefix,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,90A65DA9-B123-4661-BDF4-51E9C608E916,N/A,debugger\idebugclient_getoutputlineprefix.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient-getoutputlineprefix.md,REDMOND\domars
IDebugClient::GetOutputWidth,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,3B0E45D1-A5DE-44C0-84A6-105E5A576B2F,N/A,debugger\idebugclient_getoutputwidth.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient-getoutputwidth.md,REDMOND\domars
IDebugClient::SetOutputLinePrefix,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,DBD86755-6312-45EA-BAB6-771F30487A38,N/A,debugger\idebugclient_setoutputlineprefix.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient-setoutputlineprefix.md,REDMOND\domars
IDebugClient::SetOutputWidth,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,C35DCCDA-E4EB-4BD2-B89C-4B38C3821E39,N/A,debugger\idebugclient_setoutputwidth.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient-setoutputwidth.md,REDMOND\domars
IDebugClient5::AbandonCurrentProcess,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E3E69C2A-F0EB-4D97-A4F5-A4208F6A4A3D,N/A,debugger\abandoncurrentprocess.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-abandoncurrentprocess~r3.md,REDMOND\domars
IDebugClient5::AddDumpInformationFileWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,51927BDC-3618-4B92-95C5-9E1896ACA2A3,N/A,debugger\adddumpinformationfilewide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-adddumpinformationfilewide~r1.md,REDMOND\domars
IDebugClient5::AddDumpInformationFile,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,5FB5211E-4065-4A6C-9AFC-0E56B5DCFBB7,N/A,debugger\adddumpinformationfile.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-adddumpinformationfile~r3.md,REDMOND\domars
IDebugClient5::AddProcessOptions,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,BE88A4CF-3359-4B16-B428-2719F9E1EC3C,N/A,debugger\addprocessoptions.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-addprocessoptions~r4.md,REDMOND\domars
IDebugClient5::AttachKernelWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E37E36F1-4ECB-4C0B-9DF7-6CEB2BB9253B,N/A,debugger\attachkernelwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-attachkernelwide.md,REDMOND\domars
IDebugClient5::AttachKernel,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,C454A256-B077-43B4-AA72-1CAACEB62FDB,N/A,debugger\attachkernel.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-attachkernel~r4.md,REDMOND\domars
IDebugClient5::AttachProcess,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,310AE507-16D3-4364-A030-860F1C32AEE5,N/A,debugger\attachprocess.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-attachprocess~r4.md,REDMOND\domars
IDebugClient5::ConnectProcessServerWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,53A03693-DCD4-44EB-96D4-A1749CEFE57F,N/A,debugger\connectprocessserverwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-connectprocessserverwide.md,REDMOND\domars
IDebugClient5::ConnectProcessServer,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,D489429B-9697-4CA3-8A71-D15FCDFE0158,N/A,debugger\connectprocessserver.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-connectprocessserver~r4.md,REDMOND\domars
IDebugClient5::ConnectSession,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,15629A03-1F4C-4D94-8E79-CF245AE198DF,N/A,debugger\connectsession.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-connectsession~r4.md,REDMOND\domars
IDebugClient5::CreateClient,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,E2D44231-8B76-4AC5-A255-6FB366A53D69,N/A,debugger\createclient.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createclient~r4.md,REDMOND\domars
IDebugClient5::CreateProcess2,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,A7F87609-A2E5-4241-A0C4-6DF554090E23,N/A,debugger\createprocess2.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocess2.md,REDMOND\domars
IDebugClient5::CreateProcess2Wide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,5CC032BB-4ACC-468F-B719-29924AD36AE4,N/A,debugger\createprocess2wide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocess2wide.md,REDMOND\domars
IDebugClient5::CreateProcessAndAttach2,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,F9E696A0-F269-49D8-AF71-D3E0EF533A93,N/A,debugger\createprocessandattach2.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocessandattach2.md,REDMOND\domars
IDebugClient5::CreateProcessAndAttach2Wide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,B78CF751-F987-4C20-A49D-C33D6E16A76A,N/A,debugger\createprocessandattach2wide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocessandattach2wide.md,REDMOND\domars
IDebugClient5::CreateProcessAndAttachWide,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,D3AD0CB4-9370-4481-A077-4CF3E9E7C9DA,N/A,debugger\createprocessandattachwide.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocessandattachwide~r2.md,REDMOND\domars
IDebugClient5::CreateProcessAndAttach,dbgeng.h,['Dbgeng.h'],,WDK,debugger,function,method,method,N,Type Mismatch,20463851-52AA-4D33-AA3A-98265AC886CD,N/A,debugger\createprocessandattach.htm,dbgeng\SkeletonMD\nf-dbgeng-idebugclient5-createprocessandattach~r4.md,REDMOND\domars
